N;FROMYEAR;STA_FROMDATETIME;VESS_SIGNAL;VESS_NAME;VESS_DISTRICT;TYPE;STA_SAMPTYPE_CODENOID;SAMPTYPE_NAMEENG;STA_SUBDIV_SUBDIV;SUBNAMN;STA_ICESRECT_RUTA;LATSTART_DEG;LONGSTART_DEG;LATSTOP_DEG;LONGSTOP_DEG;STA_DURATION;STA_SPEED;STA_DIST;STA_COURSE;STA_BOTSTART;STA_BOTSTOP;STA_BOTMAX;STA_BOTAVG;GEARMOD_REDSKAP_REDSKKOD;REDSKENG;GEARMOD_NAMEENG;STA_SELECTIONDEVICE;STA_SELECTIONDEVICEMESH;STA_HEADROPEDEPTHMAX;STA_HEADROPEDEPTHMIN;STA_FOOTROPEDEPTH;TOTD_NAMEENG;TOTD_AREA;STA_SWEEPLENGTH;STA_STROPLENGTHDOORFLOATS;STAVALCODE_DESCENG;index;Lat1;Lon1;LATDD;LONGDD;Size.final..m.;Size.final..foot.;Horizontal.opening..m.;Fishing line (foot);Swep both side (after formula) (meter);Swep.both.side..after.formula...foot.;sweep both sides (foot);Swept.area;RSA;RS
1923;2010;2010-02-23 15:18;SEPI;ARGOS;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4464;57 53,892;19 25,715;57 52,418;19 25,132;30;3;1.51;192;46;49;;48;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2010.209;5753.892;1925.715;57.898;19.429;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1924;2010;2010-10-14 08:53;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4464;57 31,795;19 18,972;57 33,882;19 19,478;47;3.4;2.6;111;63;70;;64;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2010.605;5731.795;1918.972;57.53;19.316;0;0;0;;0;0;;0;;0.9
1925;1985;1985-10-22 22:45;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4464;57 37,500;19 21,200;57 36,800;19 21,100;20;3.9;1.3;999;;;;78;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;;;Valid;SEPI.1985.213;5737.5;1921.2;57.625;19.353;0;0;0;;0;0;;0;;0.8
1926;2006;2006-10-03 08:43;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4663;58 46,650;18 27,420;58 57,960;18 29,730;30;3.6;1.8;43;150;129;;131;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2006.533;5846.65;1827.42;58.778;18.457;0;0;0;;0;0;;0;;0.8
1927;2000;2000-10-16 06:59;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4663;58 32,629;18 32,910;58 34,250;18 34,140;31;3.4;1.8;21;200;188;;194;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;108;;Valid;SEPI.2000.516;5832.629;1832.91;58.544;18.549;0;0;0;;0;0;;0;;0.9
1928;1996;1996-10-28 18:28;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4764;59 13,500;19 26,760;59 11,990;19 23,839;30;4.3;2.2;225;;;;71;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;108;;Valid;SEPI.1996.192;5913.5;1926.76;59.225;19.446;0;0;0;;0;0;;0;;0.7
1929;1989;1989-11-01 11:05;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4765;59 07,810;20 21,719;59 07,600;20 26,400;40;3.6;2.4;90;;;;103;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;50;35;;;;108;;Valid;SEPI.1989.290;5907.81;2021.719;59.13;20.362;0;0;0;;0;0;;0;;0.8
1930;2003;2003-09-30 19:50;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4766;59 22,620;21 38,300;59 23,480;21 38,400;15;3.4;0.9;3;70;72;;71;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2003.577;5922.62;2138.3;59.377;21.638;0;0;0;;0;0;;0;;0.9
1931;2007;2007-10-02 15:21;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;30;Sub-30 (Bottenhavet);5364;62 24,360;19 24,240;62 24,200;19 31,790;60;3.5;3.5;90;88;98;;95;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2007.533;6224.36;1924.24;62.406;19.404;0;0;0;;0;0;;0;;0.9
1932;1986;1986-10-01 01:05;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;24;Sub-24 (Östersjön-Västra);3857;54 56,200;12 55,400;54 56,299;12 55,699;60;3.5;3.5;999;;;;34;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;108;;Valid;SEPI.1986.184;5456.2;1255.4;54.937;12.923;0;0;0;;0;0;;0;;0.9
1933;1989;1989-10-09 10:50;SQAC;PROFESOR SIEDLECKI;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3860;54 45,000;15 00,000;;;60;3;3;;;;;61;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;0;;;;;;;;Valid;SQAC.1989.6;5445;1500;54.75;15;0;0;0;;0;0;;0;;1
1934;1990;1990-10-16 03:37;Y4RA;ERNST HAECKEL;;Research vessel;2;Acoustics (BIAS, Hersur) ;26;Sub-26 (Östersjön-Södra centrala Ö);3864;54 51,000;19 25,000;;;30;4.4;2.2;;;;;105;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;0;60;55;;;;;;Valid;Y4RA.1990.173;5451;1925;54.85;19.417;0;0;0;;0;0;;0;;0.7
1935;1999;1999-03-04 11:47;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);3959;55 27,500;14 29,300;55 27,700;14 32,400;30;3.6;1.8;82;;;;60;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;203;;Valid;SEPI.1999.208;5527.5;1429.3;55.458;14.488;122.0304603;400.3624026;16.949928;83;105.0805323;344.7524026;1332.020997;0.680929969;0.67;0.8
1936;2014;2014-02-19 14:17;OXBH;DANA;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);3959;55 29,570;14 38,450;55 28,850;14 36,150;30;3;1.5;241;61;60;;60.1;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2014.51;5529.57;1438.45;55.493;14.641;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1937;1985;1985-10-09 13:30;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3960;55 22,500;15 58,700;55 20,700;15 56,400;30;4;2;220;;;;90;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;;;Valid;SEPI.1985.178;5522.5;1558.7;55.375;15.978;0;0;0;;0;0;;0;;0.8
1938;2000;2000-03-09 15:26;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);3960;55 23,799;15 18,099;55 22,500;15 15,900;30;3.6;1.78;223;91;90;;90;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;100;;Valid;SEPI.2000.232;5523.799;1518.099;55.397;15.302;84.43836902;277.0287698;32.67456;160;51.76380902;169.8287698;656.167979;0.471166099;0.96;0.8
1939;1988;1988-10-11 19:25;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;26;Sub-26 (Östersjön-Södra centrala Ö);3964;55 21,200;19 44,300;55 20,899;19 43,300;15;3.2;0.8;180;;;;99;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;108;;Valid;SEPI.1988.232;5521.2;1944.3;55.353;19.738;0;0;0;;0;0;;0;;0.9
1940;1982;1982-10-05 07:20;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;26;Sub-26 (Östersjön-Södra centrala Ö);3964;55 23,000;19 58,000;55 22,000;20 02,000;30;4.6;2.3;100;;;;70;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;;;Valid;SEPI.1982.125;5523;1958;55.383;19.967;0;0;0;;0;0;;0;;0.7
1941;1993;1993-11-23 14:08;SEPI;ARGOS;;Research vessel;6;BITS;23;Sub-23 (Öresund);4057;55 47,799;12 51,400;55 46,799;12 51,800;27;2.8;1.3;154;;;;19;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;50;40;Valid;SEPI.1993.237;5547.799;1251.4;55.797;12.857;58.55646451;192.1143849;32.67456;160;25.88190451;84.91438488;328.0839895;0.326745072;1.39;1.1
1942;2008;2008-03-13 07:19;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 42,019;14 32,344;55 41,126;14 30,282;30;3;1.48;233;45;50;;48;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2008.247;5542.019;1432.344;55.7;14.539;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1943;2000;2000-03-06 08:10;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 35,299;14 38,109;55 34,700;14 41,099;30;3.8;1.91;110;69;74;;71;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;100;;Valid;SEPI.2000.213;5535.299;1438.109;55.588;14.635;84.43836902;277.0287698;32.67456;160;51.76380902;169.8287698;656.167979;0.471166099;0.96;0.8
1944;1989;1989-03-08 13:30;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4059;55 41,700;14 25,400;55 40,700;14 28,099;30;3.8;1.9;130;;;;42;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;50;;Valid;SEPI.1989.78;5541.7;1425.4;55.695;14.423;58.55646451;192.1143849;32.67456;160;25.88190451;84.91438488;328.0839895;0.326745072;1.39;0.8
1945;1995;1995-10-05 11:21;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4060;55 34,000;15 29,800;55 32,100;15 31,000;30;4;2.1;163;;;;73;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;108;;Valid;SEPI.1995.238;5534;1529.8;55.567;15.497;0;0;0;;0;0;;0;;0.8
1946;2007;2007-11-29 09:49;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4060;55 43,596;15 26,652;55 42,400;15 24,330;30;3.6;1.7;229;64;65;;64;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2007.709;5543.596;1526.652;55.727;15.444;0;0;0;;0;0;;0;;0.8
1947;2007;2007-11-29 07:20;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4060;55 47,233;15 31,844;55 47,501;15 25,569;60;3.7;3.75;275;53;56;;54;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2007.708;5547.233;1531.844;55.787;15.531;0;0;0;;0;0;;0;;0.8
1948;2011;2011-10-17 19:15;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);4061;55 32,950;16 21,480;55 34,390;16 25,110;40;3.8;2;55;76;74;;75;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;0;0;;;;DAN greens flyt;6;;;Valid;OXBH.2011.779;5532.95;1621.48;55.549;16.358;0;0;0;;0;0;;0;;0.8
1949;1995;1995-08-18 07:53;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);4062;55 55,700;17 06,599;55 56,200;17 03,699;30;3.4;1.71;288;;;;45;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;DAN greens botten;7;75;;Valid;SEPI.1995.176;5555.7;1706.599;55.928;17.11;71.49741677;234.5715773;32.67456;160;38.82285677;127.3715773;492.1259843;0.398955586;1.14;0.9
1950;1999;1999-03-16 12:10;SEPI;ARGOS;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4163;56 20,250;18 28,599;56 21,629;18 30,199;30;3.3;1.68;33;;;;54;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;203;;Valid;SEPI.1999.246;5620.25;1828.599;56.338;18.477;122.0304603;400.3624026;16.949928;83;105.0805323;344.7524026;1332.020997;0.680929969;0.67;0.9
1951;2007;2007-03-08 10:10;SEPI;ARGOS;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4163;56 01,400;18 55,010;56 02,720;18 56,310;30;3;1.52;29;120;123;;121;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2007.225;5601.4;1855.01;56.023;18.917;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1952;1996;1996-12-03 14:50;SEPI;ARGOS;;Research vessel;6;BITS;26;Sub-26 (Östersjön-Södra centrala Ö);4163;56 20,600;18 29,000;56 22,000;18 30,800;30;3.5;1.7;35;;;;55;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;225;;Valid;SEPI.1996.230;5620.6;1829;56.343;18.483;133.4184983;437.7247319;16.949928;83;116.4685703;382.1147319;1476.377953;0.74447522;0.61;0.9
1953;2005;2005-03-07 09:52;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4261;56 43,750;16 59,670;56 42,270;16 59,170;30;3;1.5;190;65;68;;66;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;ADDITIONAL VALID STATIONS NOT USED FOR INDEX CALCULATIONS;SEPI.2005.216;5643.75;1659.67;56.729;16.995;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1954;1999;1999-10-12 10:58;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;28;Sub-28 (Östersjön-Öster om Gotland);4263;56 37,790;18 56,979;56 36,209;18 52,989;46;3.6;2.69;234;128;92;;110;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;108;;Valid;SEPI.1999.554;5637.79;1856.979;56.63;18.95;0;0;0;;0;0;;0;;0.8
1955;1995;1995-12-08 09:54;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 28,430;17 33,219;57 26,779;17 32,209;30;3.6;1.8;198;;;;75;319;OTB Otter trawl bottom;FOTÖ BOTTOM TRAWL FOR COD;0;0;;;;;;203;18;Valid;SEPI.1995.262;5728.43;1733.219;57.474;17.554;122.0304603;400.3624026;16.949928;83;105.0805323;344.7524026;1332.020997;0.680929969;0.67;0.8
1956;2010;2010-02-22 07:22;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 05,974;17 17,051;57 07,470;17 17,420;30;3;1.51;6;72;72;;72;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SEPI.2010.199;5705.974;1717.051;57.1;17.284;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1957;2003;2003-03-18 13:30;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 28,300;17 43,800;57 29,800;17 43,400;30;3;1.5;350;108;108;;108;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;;;;;No oxygen;SEPI.2003.277;5728.3;1743.8;57.472;17.73;42.476928;139.36;42.476928;208;0;0;0;0.237021258;1.91;1
1958;2013;2013-02-24 12:20;OXBH;DANA;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 17,620;17 24,860;57 16,130;17 24,630;30;3;1.49;185;75;75;;74.9;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;"Thyborön 100""";4;75;;Valid;OXBH.2013.22;5717.62;1724.86;57.294;17.414;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1959;2011;2011-03-17 09:25;SIKW;MIMER;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 24,890;17 01,380;57 25,860;17 00,700;20;3.1;1.03;341;59;58;;58;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;75;;Valid;SIKW.2011.60;5724.89;1701.38;57.415;17.023;81.29978477;266.7315773;42.476928;208;38.82285677;127.3715773;492.1259843;0.453652799;1;1
1960;1992;1992-03-09 15:20;SEPI;ARGOS;;Research vessel;6;BITS;27;Sub-27 (Östersjön-Väster om Gotland);4362;57 28,700;17 34,199;57 26,899;17 32,000;40;3.3;2.2;215;;;;80;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;;;50;;Valid;SEPI.1992.65;5728.7;1734.199;57.478;17.57;58.55646451;192.1143849;32.67456;160;25.88190451;84.91438488;328.0839895;0.326745072;1.39;0.9
1961;2005;2005-11-30 11:00;SEPI;ARGOS;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4363;57 05,250;18 54,330;57 04,030;18 52,720;30;3;1.5;;85;86;;85;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;;;;;;;;;;No oxygen;SEPI.2005.630;5705.25;1854.33;57.088;18.906;42.476928;139.36;42.476928;208;0;0;0;0.237021258;1.91;1
1962;2012;2012-02-25 14:06;OXBH;DANA;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4464;57 48,800;19 32,040;57 49,560;19 31,780;16;3;0.76;349;83;80;;81;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;95;;Invalid;OXBH.2012.63;5748.8;1932.04;57.813;19.534;91.65254657;300.6973313;42.476928;208;49.17561857;161.3373313;623.3595801;0.51142121;0.89;1
1963;1995;1995-03-10 09:12;SEPI;ARGOS;;Research vessel;6;BITS;28;Sub-28 (Östersjön-Öster om Gotland);4464;57 52,799;19 25,400;57 54,299;19 26,400;30;3.4;1.7;999;;;;50;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;DAN greens botten;7;90;40;Valid;SEPI.1995.91;5752.799;1925.4;57.88;19.423;79.26198812;260.0458928;32.67456;160;46.58742812;152.8458928;590.5511811;0.442281894;1.03;0.9
1964;1999;1999-10-05 03:29;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4663;58 52,419;18 52,130;58 52,410;18 55,680;30;3.8;1.85;90;98;102;;100;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;108;;Valid;SEPI.1999.537;5852.419;1852.13;58.874;18.869;0;0;0;;0;0;;0;;0.8
1965;1985;1985-10-30 08:00;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;27;Sub-27 (Östersjön-Väster om Gotland);4663;58 55,000;18 47,400;58 52,900;18 44,800;40;4.2;2.8;210;;;;80;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;;;Valid;SEPI.1985.227;5855;1847.4;58.917;18.79;0;0;0;;0;0;;0;;0.7
1966;2007;2007-10-11 10:45;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4664;58 47,131;19 30,825;58 47,207;19 27,310;30;3.7;1.8;270;132;129;;120;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PEL. TR. 3.2 M 6MM;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2007.571;5847.131;1930.825;58.786;19.514;0;0;0;;0;0;;0;;0.8
1967;2001;2001-10-10 12:25;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4665;58 37,339;20 14,510;58 35,810;20 14,319;30;3.3;1.75;184;121;98;;109;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2001.526;5837.339;2014.51;58.622;20.242;0;0;0;;0;0;;0;;0.9
1968;1998;1998-09-30 09:03;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4665;58 53,799;20 11,109;58 57,500;20 08,900;60;4;4;342;;;;178;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;;;108;;Valid;SEPI.1998.570;5853.799;2011.109;58.897;20.185;0;0;0;;0;0;;0;;0.8
1969;2013;2013-10-08 08:54;OXBH;DANA;;Research vessel;2;Acoustics (BIAS, Hersur) ;29S;Sub-29S (Skärgårdshavet, S 59.30);4665;58 32,830;20 37,030;58 30,755;20 30,756;65;3.6;3.9;239;89;130;;108.3;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;;;;;;Tyborön VF 15;4;104;;Valid;OXBH.2013.46;5832.83;2037.03;58.547;20.617;0;0;0;;0;0;;0;;0.8
1970;2010;2010-09-22 21:10;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;30;Sub-30 (Bottenhavet);5363;62 04,459;18 42,466;62 03,511;18 40,365;30;3.4;1.7;227;76;74;;73;321;OTM Otter trawl midwater;FOTÖ ONEB PEL.TR 3.2M 6MM 2010;0;0;;;;DAN greens flyt;6;104;18;Valid;SEPI.2010.533;6204.459;1842.466;62.074;18.708;0;0;0;;0;0;;0;;0.9
1971;1988;1988-03-01 11:50;SEPI;ARGOS;;Research vessel;6;BITS;24;Sub-24 (Östersjön-Västra);3858;54 57,060;13 15,810;54 55,540;13 16,900;30;4;2;;;;;47;316;OTB Otter trawl bottom;OTB OTTER TRAWL BOTTOM;0;0;;;;;;50;;Valid;SEPI.1988.42;5457.06;1315.81;54.951;13.264;58.55646451;192.1143849;32.67456;160;25.88190451;84.91438488;328.0839895;0.326745072;1.39;0.8
1972;1990;1990-10-31 23:00;Y4RA;ERNST HAECKEL;;Research vessel;2;Acoustics (BIAS, Hersur) ;26;Sub-26 (Östersjön-Södra centrala Ö);3863;54 52,000;18 48,000;;;30;;;;;;;45;321;OTM Otter trawl midwater;OTM PELAGIC TRAWL FOR HERRING;0;0;;;;;;;;Valid;Y4RA.1990.217;5452;1848;54.867;18.8;0;0;0;;0;0;;0;;
1973;1982;1982-03-29 12:25;SEPI;ARGOS;;Research vessel;6;BITS;24;Sub-24 (Östersjön-Västra);3958;55 22,600;13 39,300;55 14,500;13 32,200;60;3.8;3.8;270;44;44;;44;319;OTB Otter trawl bottom;OTB BOTTOM TRAWL FOR COD;0;0;;;;;;144;;Valid;SEPI.1982.54;5522.6;1339.3;55.377;13.655;90.87716499;298.1534284;16.33728;80;74.53988499;244.5534284;944.8818898;0.507094581;0.9;0.8
1974;1999;1999-11-16 12:19;SEPI;ARGOS;;Research vessel;6;BITS;25;Sub-25 (Östersjön-Södra centrala V);3959;55 27,600;14 30,500;55 27,500;14 28,099;28;3;1.39;265;59;48;;53;319;OTB Otter trawl bottom;TV3 BOTTOM TRAWL FOR COD 930 MESH;0;0;;;;;;28;;Calibration;SEPI.1999.632;5527.6;1430.5;55.46;14.508;56.97079453;186.9120555;42.476928;208;14.49386653;47.55205553;183.7270341;0.317897033;1.43;1
1975;2004;2004-10-12 13:12;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3960;55 24,460;15 19,920;55 23,760;15 22,480;30;3.3;1.6;116;96;97;;96;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Valid;SEPI.2004.645;5524.46;1519.92;55.408;15.332;0;0;0;;0;0;;0;;0.9
1976;2003;2003-10-15 20:49;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;25;Sub-25 (Östersjön-Södra centrala V);3960;55 16,780;15 34,640;55 18,010;15 36,120;31;3;1.5;34;97;97;;97;321;OTM Otter trawl midwater;MACRO 4 ONE BOAT PELAGIC TRAWL;0;0;;;;DAN greens flyt;6;;;Invalid;SEPI.2003.622;5516.78;1534.64;55.28;15.577;0;0;0;;0;0;;0;;1
1977;1983;1983-10-03 12:35;SEPI;ARGOS;;Research vessel;2;Acoustics (BIAS, Hersur) ;26;Sub-26 (Östersjön-Södra centrala Ö);3963;55 07,000;18 17,000;55 08,000;18 14,000;30;5;2.5;300;;;;69;321;OTM Otter trawl midwater;FOTÖ ONEBOAT PELAGIC TRAWL 3.2 M;0;0;;;;;;;;Valid;SEPI.1983.164;5507;1817;55.117;18.283;0;0;0;;0;0;;0;;0.6
1978;1995;1995-02-28 08:34;SEPI;ARGOS;;Research vessel;6;BITS;23;Sub-23 (Öresund);4057;55 48,000;12 51,199;55 46,299;12 52,599;30;3.9;1.9;155;;;;19;316;OTB Otter trawl bottom;GOV (GRAND OUVERTURE VERTICALE);0;0;;;;DAN greens botten;7;90;40;Valid;SEPI.1995.59;5548;1251.199;55.8;12.853;79.26198812;260.0458928;32.67456;160;46.58742812;152.8458928;590.5511811;0.442281894;1.03;0.8
